symbol,expiration,option_type,strike,bid,ask,last,volume,open_interest,implied_volatility,delta,gamma,theta,vega
GOOGL,2026-03-13,call,355.0,0.0,0.0,0.05,1.0,464.0,0.500005,,,,
GOOGL,2026-03-13,call,360.0,0.0,0.0,0.01,16.0,332.0,0.500005,,,,
GOOGL,2026-03-13,call,365.0,0.0,0.0,0.02,1.0,284.0,0.500005,,,,
GOOGL,2026-03-13,call,370.0,0.0,0.0,0.01,30.0,378.0,0.500005,,,,
GOOGL,2026-03-13,call,375.0,0.0,0.0,0.02,3.0,462.0,0.500005,,,,
GOOGL,2026-03-13,call,380.0,0.0,0.0,0.07,1.0,664.0,0.500005,,,,
GOOGL,2026-03-13,call,385.0,0.0,0.0,0.01,30.0,73.0,0.500005,,,,
GOOGL,2026-03-13,call,390.0,0.0,0.0,0.4,2.0,105.0,0.500005,,,,
GOOGL,2026-03-13,call,395.0,0.0,0.0,0.01,5.0,23.0,0.500005,,,,
GOOGL,2026-03-13,call,400.0,0.0,0.0,0.01,10.0,299.0,0.500005,,,,
GOOGL,2026-03-13,call,405.0,0.0,0.0,0.08,6.0,31.0,0.500005,,,,
GOOGL,2026-03-13,call,410.0,0.0,0.0,0.03,6.0,21.0,0.500005,,,,
GOOGL,2026-03-13,call,415.0,0.0,0.0,0.06,1.0,24.0,0.500005,,,,
GOOGL,2026-03-13,call,420.0,0.0,0.0,0.05,4.0,42.0,0.500005,,,,
GOOGL,2026-03-13,call,425.0,0.0,0.0,0.06,1.0,78.0,0.500005,,,,
GOOGL,2026-03-13,call,430.0,0.0,0.0,0.01,1.0,15.0,0.500005,,,,
GOOGL,2026-03-13,call,435.0,0.0,0.0,0.16,,2.0,0.500005,,,,
GOOGL,2026-03-13,call,445.0,0.0,0.0,0.01,,10.0,0.500005,,,,
GOOGL,2026-03-13,call,450.0,0.0,0.0,0.01,81.0,115.0,0.500005,,,,
GOOGL,2026-03-13,put,110.0,0.0,0.0,0.02,2.0,2.0,0.500005,,,,
GOOGL,2026-03-13,put,165.0,0.0,0.0,0.05,,33.0,1.000005,,,,
GOOGL,2026-03-13,put,180.0,0.0,0.0,0.04,6.0,7.0,0.500005,,,,
GOOGL,2026-03-13,put,185.0,0.0,0.0,0.04,2.0,831.0,0.500005,,,,
GOOGL,2026-03-13,put,190.0,0.0,0.0,0.01,1.0,5.0,0.500005,,,,
GOOGL,2026-03-13,put,195.0,0.0,0.0,0.01,1.0,3.0,0.500005,,,,
GOOGL,2026-03-13,put,200.0,0.0,0.0,0.02,27.0,464.0,0.500005,,,,
GOOGL,2026-03-13,put,205.0,0.0,0.0,0.04,2.0,440.0,0.500005,,,,
GOOGL,2026-03-13,put,210.0,0.0,0.0,0.09,2.0,14.0,0.500005,,,,
GOOGL,2026-03-13,put,215.0,0.0,0.0,0.03,14.0,18.0,0.500005,,,,
GOOGL,2026-03-13,put,220.0,0.0,0.0,0.02,10.0,54.0,0.500005,,,,
GOOGL,2026-03-13,put,225.0,0.0,0.0,0.04,4.0,65.0,0.500005,,,,
GOOGL,2026-03-13,put,230.0,0.0,0.0,0.01,28.0,106.0,0.500005,,,,
GOOGL,2026-03-13,put,235.0,0.0,0.0,0.02,13.0,83.0,0.500005,,,,
GOOGL,2026-03-13,put,240.0,0.0,0.0,0.01,48.0,339.0,0.500005,,,,
GOOGL,2026-03-13,put,245.0,0.0,0.0,0.02,1.0,148.0,0.500005,,,,
GOOGL,2026-03-13,put,250.0,0.0,0.0,0.01,51.0,413.0,0.500005,,,,
GOOGL,2026-03-13,put,255.0,0.0,0.0,0.03,130.0,637.0,0.500005,,,,
GOOGL,2026-03-13,put,257.5,0.0,0.0,0.04,26.0,191.0,0.500005,,,,
GOOGL,2026-03-13,put,260.0,0.0,0.0,0.01,72.0,363.0,0.500005,,,,
GOOGL,2026-03-13,put,262.5,0.0,0.0,0.02,15.0,337.0,0.500005,,,,
GOOGL,2026-03-13,put,265.0,0.0,0.0,0.01,239.0,1057.0,0.500005,,,,
GOOGL,2026-03-13,put,267.5,0.0,0.0,0.03,6.0,983.0,0.500005,,,,
GOOGL,2026-03-13,put,270.0,0.0,0.0,0.03,1863.0,1628.0,0.2500075,,,,
GOOGL,2026-03-13,put,272.5,0.0,0.0,0.03,107.0,436.0,0.2500075,,,,
GOOGL,2026-03-13,put,275.0,0.0,0.0,0.05,169.0,1767.0,0.2500075,,,,
GOOGL,2026-03-13,put,277.5,0.0,0.0,0.07,108.0,864.0,0.2500075,,,,
GOOGL,2026-03-13,put,280.0,0.0,0.0,0.06,1861.0,2652.0,0.2500075,,,,
GOOGL,2026-03-13,put,282.5,0.0,0.0,0.1,200.0,546.0,0.2500075,,,,
GOOGL,2026-03-13,put,285.0,0.0,0.0,0.08,521.0,2237.0,0.2500075,,,,
GOOGL,2026-03-13,put,287.5,0.0,0.0,0.11,108.0,2087.0,0.12500875,,,,
GOOGL,2026-03-13,put,290.0,0.0,0.0,0.14,891.0,2897.0,0.12500875,,,,
GOOGL,2026-03-13,put,292.5,0.0,0.0,0.18,649.0,1037.0,0.12500875,,,,
GOOGL,2026-03-13,put,295.0,0.0,0.0,0.26,2540.0,2462.0,0.12500875,,,,
GOOGL,2026-03-13,put,297.5,0.0,0.0,0.39,1031.0,1935.0,0.062509375,,,,
GOOGL,2026-03-13,put,300.0,0.0,0.0,0.58,1596.0,3200.0,0.062509375,,,,
GOOGL,2026-03-13,put,302.5,0.0,0.0,0.91,3226.0,1373.0,0.0312596875,,,,
GOOGL,2026-03-13,put,305.0,0.0,0.0,1.43,5562.0,2478.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,307.5,0.0,0.0,2.19,2636.0,939.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,310.0,0.0,0.0,3.3,3139.0,956.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,312.5,0.0,0.0,4.9,1779.0,331.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,315.0,0.0,0.0,7.4,228.0,280.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,317.5,0.0,0.0,9.1,6.0,357.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,320.0,0.0,0.0,11.7,73.0,11061.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,322.5,0.0,0.0,14.48,59.0,54.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,325.0,0.0,0.0,16.82,35.0,35.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,327.5,0.0,0.0,19.34,21.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,330.0,0.0,0.0,22.58,51.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,332.5,0.0,0.0,25.55,4.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,335.0,0.0,0.0,29.61,24.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,337.5,0.0,0.0,31.99,2.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,340.0,0.0,0.0,31.46,2.0,5.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,342.5,0.0,0.0,34.0,4.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,345.0,0.0,0.0,38.17,21.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,350.0,0.0,0.0,51.7,2.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,355.0,0.0,0.0,56.7,1.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,360.0,0.0,0.0,57.0,3.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,365.0,0.0,0.0,55.69,12.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,370.0,0.0,0.0,58.62,16.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,375.0,0.0,0.0,69.59,2.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,380.0,0.0,0.0,60.94,16.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,385.0,0.0,0.0,66.18,1.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-13,put,390.0,0.0,0.0,64.95,2.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,245.0,0.0,0.0,63.2,1.0,1.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,257.5,0.0,0.0,41.54,76.0,12.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,260.0,0.0,0.0,49.76,2.0,14.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,262.5,0.0,0.0,44.77,1.0,11.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,265.0,0.0,0.0,35.66,146.0,13.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,267.5,0.0,0.0,33.28,146.0,9.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,270.0,0.0,0.0,31.46,112.0,13.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,272.5,,38.05,29.1,,,1.2778356420898436,,,,
GOOGL,2026-03-16,call,275.0,0.0,0.0,33.69,1.0,29.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,277.5,30.0,32.95,31.42,,,1.0002491394042967,,,,
GOOGL,2026-03-16,call,280.0,0.0,0.0,29.01,2.0,14.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,282.5,0.0,0.0,26.49,2.0,4.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,285.0,0.0,0.0,24.66,1.0,11.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,287.5,0.0,0.0,21.24,25.0,155.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,290.0,0.0,0.0,18.55,11.0,76.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,292.5,0.0,0.0,16.47,25.0,120.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,295.0,0.0,0.0,14.0,5.0,94.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,297.5,0.0,0.0,11.69,490.0,169.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,300.0,0.0,0.0,9.8,106.0,635.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,302.5,0.0,0.0,7.83,291.0,264.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,call,305.0,0.0,0.0,6.12,52.0,331.0,0.000986552734375,,,,
GOOGL,2026-03-16,call,307.5,0.0,0.0,4.45,147.0,326.0,0.015634843750000002,,,,
GOOGL,2026-03-16,call,310.0,0.0,0.0,3.3,624.0,353.0,0.0312596875,,,,
GOOGL,2026-03-16,call,312.5,0.0,0.0,2.2,119.0,134.0,0.062509375,,,,
GOOGL,2026-03-16,call,315.0,0.0,0.0,1.35,442.0,452.0,0.062509375,,,,
GOOGL,2026-03-16,call,317.5,0.0,0.0,0.88,266.0,405.0,0.062509375,,,,
GOOGL,2026-03-16,call,320.0,0.0,0.0,0.51,229.0,382.0,0.12500875,,,,
GOOGL,2026-03-16,call,322.5,0.0,0.0,0.3,292.0,123.0,0.12500875,,,,
GOOGL,2026-03-16,call,325.0,0.0,0.0,0.15,318.0,521.0,0.12500875,,,,
GOOGL,2026-03-16,call,327.5,0.0,0.0,0.11,10.0,80.0,0.12500875,,,,
GOOGL,2026-03-16,call,330.0,0.0,0.0,0.06,9.0,213.0,0.12500875,,,,
GOOGL,2026-03-16,call,332.5,0.0,0.0,0.04,4.0,41.0,0.12500875,,,,
GOOGL,2026-03-16,call,335.0,0.0,0.0,0.04,1.0,30.0,0.12500875,,,,
GOOGL,2026-03-16,call,337.5,0.0,0.0,0.06,2.0,6.0,0.2500075,,,,
GOOGL,2026-03-16,call,340.0,0.0,0.0,0.03,1.0,8.0,0.2500075,,,,
GOOGL,2026-03-16,call,345.0,0.0,0.0,0.04,23.0,27.0,0.2500075,,,,
GOOGL,2026-03-16,call,350.0,0.0,0.0,0.03,1.0,6.0,0.2500075,,,,
GOOGL,2026-03-16,call,360.0,0.0,0.0,0.02,2.0,3.0,0.2500075,,,,
GOOGL,2026-03-16,call,390.0,0.0,0.0,0.05,2.0,12.0,0.500005,,,,
GOOGL,2026-03-16,put,245.0,0.0,0.0,0.03,1.0,3.0,0.500005,,,,
GOOGL,2026-03-16,put,250.0,0.0,0.0,0.15,10.0,11.0,0.2500075,,,,
GOOGL,2026-03-16,put,252.5,0.0,0.0,0.2,,1.0,0.2500075,,,,
GOOGL,2026-03-16,put,255.0,0.0,0.0,0.07,1.0,4.0,0.2500075,,,,
GOOGL,2026-03-16,put,257.5,0.0,0.0,0.35,1.0,3.0,0.2500075,,,,
GOOGL,2026-03-16,put,260.0,0.0,0.0,0.1,3.0,18.0,0.2500075,,,,
GOOGL,2026-03-16,put,262.5,0.0,0.0,0.4,,1.0,0.2500075,,,,
GOOGL,2026-03-16,put,265.0,0.0,0.0,0.05,25.0,46.0,0.2500075,,,,
GOOGL,2026-03-16,put,267.5,0.0,0.0,0.57,45.0,58.0,0.2500075,,,,
GOOGL,2026-03-16,put,270.0,0.0,0.0,0.1,1.0,50.0,0.2500075,,,,
GOOGL,2026-03-16,put,272.5,0.0,0.0,0.12,8.0,70.0,0.2500075,,,,
GOOGL,2026-03-16,put,275.0,0.0,0.0,0.1,8.0,234.0,0.2500075,,,,
GOOGL,2026-03-16,put,277.5,0.0,0.0,0.14,8.0,65.0,0.12500875,,,,
GOOGL,2026-03-16,put,280.0,0.0,0.0,0.18,25.0,298.0,0.12500875,,,,
GOOGL,2026-03-16,put,282.5,0.0,0.0,0.22,14.0,116.0,0.12500875,,,,
GOOGL,2026-03-16,put,285.0,0.0,0.0,0.27,23.0,234.0,0.12500875,,,,
GOOGL,2026-03-16,put,287.5,0.0,0.0,0.32,17.0,168.0,0.12500875,,,,
GOOGL,2026-03-16,put,290.0,0.0,0.0,0.37,69.0,1657.0,0.12500875,,,,
GOOGL,2026-03-16,put,292.5,0.0,0.0,0.54,54.0,364.0,0.062509375,,,,
GOOGL,2026-03-16,put,295.0,0.0,0.0,0.72,278.0,402.0,0.062509375,,,,
GOOGL,2026-03-16,put,297.5,0.0,0.0,1.06,153.0,387.0,0.062509375,,,,
GOOGL,2026-03-16,put,300.0,0.0,0.0,1.3,236.0,412.0,0.0312596875,,,,
GOOGL,2026-03-16,put,302.5,0.0,0.0,1.73,58.0,157.0,0.015634843750000002,,,,
GOOGL,2026-03-16,put,305.0,0.0,0.0,2.33,318.0,366.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,307.5,0.0,0.0,3.2,399.0,254.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,310.0,0.0,0.0,4.28,100.0,186.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,312.5,0.0,0.0,6.46,11.0,27.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,315.0,0.0,0.0,8.18,16.0,52.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,317.5,0.0,0.0,10.1,81.0,96.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,322.5,0.0,0.0,24.62,118.0,6.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,325.0,0.0,0.0,26.98,119.0,6.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,327.5,0.0,0.0,28.31,128.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-16,put,330.0,0.0,0.0,30.69,128.0,0.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,250.0,0.0,0.0,49.34,,5.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,252.5,0.0,0.0,49.0,1.0,13.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,255.0,0.0,0.0,44.5,,5.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,257.5,0.0,0.0,41.71,,13.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,260.0,0.0,0.0,44.09,,7.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,265.0,0.0,0.0,34.52,,15.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,270.0,0.0,0.0,29.95,,14.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,272.5,0.0,0.0,28.6,10.0,10.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,285.0,0.0,0.0,23.1,134.0,31.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,287.5,0.0,0.0,21.91,97.0,22.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,290.0,0.0,0.0,19.65,78.0,19.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,292.5,0.0,0.0,18.53,3.0,44.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,295.0,0.0,0.0,14.2,2.0,9.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,297.5,0.0,0.0,14.5,7.0,41.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,300.0,0.0,0.0,10.55,188.0,521.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,302.5,0.0,0.0,8.97,24.0,862.0,1.0000000000000003e-05,,,,
GOOGL,2026-03-18,call,305.0,0.0,0.0,7.19,64.0,67.0,0.0004982763671875,,,,
GOOGL,2026-03-18,call,307.5,0.0,0.0,5.47,183.0,220.0,0.015634843750000002,,,,
GOOGL,2026-03-18,call,310.0,0.0,0.0,4.45,255.0,249.0,0.0312596875,,,,
GOOGL,2026-03-18,call,312.5,0.0,0.0,3.3,125.0,242.0,0.0312596875,,,,
GOOGL,2026-03-18,call,315.0,0.0,0.0,2.25,470.0,511.0,0.062509375,,,,
GOOGL,2026-03-18,call,317.5,0.0,0.0,1.54,78.0,153.0,0.062509375,,,,
GOOGL,2026-03-18,call,320.0,0.0,0.0,1.04,2457.0,2379.0,0.062509375,,,,
GOOGL,2026-03-18,call,322.5,0.0,0.0,0.65,66.0,77.0,0.12500875,,,,
GOOGL,2026-03-18,call,325.0,0.0,0.0,0.42,67.0,85.0,0.12500875,,,,
GOOGL,2026-03-18,call,327.5,0.0,0.0,0.26,29.0,55.0,0.12500875,,,,
GOOGL,2026-03-18,call,330.0,0.0,0.0,0.27,5.0,161.0,0.12500875,,,,
GOOGL,2026-03-18,call,332.5,0.0,0.0,0.19,5.0,31.0,0.12500875,,,,
GOOGL,2026-03-18,call,335.0,0.0,0.0,0.09,4.0,19.0,0.12500875,,,,
GOOGL,2026-03-18,call,337.5,0.0,0.0,0.06,53.0,7.0,0.12500875,,,,
GOOGL,2026-03-18,call,340.0,0.0,0.0,0.03,21.0,122.0,0.12500875,,,,
GOOGL,2026-03-18,call,342.5,0.0,0.0,0.08,1.0,7.0,0.12500875,,,,
GOOGL,2026-03-18,call,345.0,0.0,0.0,0.07,7.0,7.0,0.2500075,,,,
GOOGL,2026-03-18,call,355.0,,,0.04,,,0.0,,,,
GOOGL,2026-03-18,call,360.0,0.0,0.0,0.05,,2.0,0.2500075,,,,
GOOGL,2026-03-18,call,370.0,0.0,0.0,0.04,,1.0,0.2500075,,,,
GOOGL,2026-03-18,put,235.0,0.0,0.0,0.09,,1.0,0.500005,,,,
GOOGL,2026-03-18,put,240.0,0.0,0.0,0.16,17.0,15.0,0.2500075,,,,
GOOGL,2026-03-18,put,247.5,0.0,0.0,0.22,6.0,6.0,0.2500075,,,,
GOOGL,2026-03-18,put,250.0,0.0,0.0,0.22,2.0,7.0,0.2500075,,,,
GOOGL,2026-03-18,put,252.5,,0.09,0.28,,,0.5976602734375001,,,,
GOOGL,2026-03-18,put,255.0,0.0,0.0,0.08,7.0,9.0,0.2500075,,,,
GOOGL,2026-03-18,put,257.5,0.0,0.0,0.34,,11.0,0.2500075,,,,
GOOGL,2026-03-18,put,260.0,0.0,0.0,0.1,9.0,26.0,0.2500075,,,,
GOOGL,2026-03-18,put,262.5,0.0,0.0,0.71,4.0,36.0,0.2500075,,,,
GOOGL,2026-03-18,put,265.0,0.0,0.0,0.14,2.0,34.0,0.2500075,,,,
GOOGL,2026-03-18,put,267.5,0.0,0.0,0.17,1.0,79.0,0.2500075,,,,
GOOGL,2026-03-18,put,270.0,0.0,0.0,0.18,2.0,829.0,0.2500075,,,,
GOOGL,2026-03-18,put,272.5,0.0,0.0,0.22,1.0,117.0,0.12500875,,,,
GOOGL,2026-03-18,put,275.0,0.0,0.0,0.27,6.0,62.0,0.12500875,,,,
GOOGL,2026-03-18,put,277.5,0.0,0.0,0.32,129.0,211.0,0.12500875,,,,
GOOGL,2026-03-18,put,280.0,0.0,0.0,0.33,2.0,146.0,0.12500875,,,,
GOOGL,2026-03-18,put,282.5,0.0,0.0,0.49,7.0,39.0,0.12500875,,,,
GOOGL,2026-03-18,put,285.0,0.0,0.0,0.59,105.0,213.0,0.12500875,,,,
GOOGL,2026-03-18,put,287.5,0.0,0.0,0.78,138.0,255.0,0.12500875,,,,
GOOGL,2026-03-18,put,290.0,0.0,0.0,0.92,136.0,181.0,0.062509375,,,,
GOOGL,2026-03-18,put,292.5,0.0,0.0,1.06,407.0,415.0,0.062509375,,,,
GOOGL,2026-03-18,put,295.0,0.0,0.0,1.5,247.0,262.0,0.062509375,,,,
GOOGL,2026-03-18,put,297.5,0.0,0.0,1.65,40.0,290.0,0.0312596875,,,,
